registro,titulo,autor,codmat
515,"ECONOMIA Y SOCIEDAD: ESBOZO DE SOCIOLOGIA COMPRENSIVA I","WEBER, MAX","306W"
516,"ECONOMIA Y SOCIEDAD: ESBOZO DE SOCIOLOGIA COMPRENSIVA I","WEBER, MAX","306W"
517,"TRATADO DE TEORIA ECONOMICA","ZAMORA, FRANCISCO","330Z"
518,"TRATADO DE TEORIA ECONOMICA","ZAMORA, FRANCISCO","330Z"
519,"TRATADO DE TEORIA ECONOMICA","ZAMORA, FRANCISCO","330Z"
520,"TRATADO DE TEORIA ECONOMICA","ZAMORA, FRANCISCO","330Z"
521,"TRATADO DE TEORIA ECONOMICA","ZAMORA, FRANCISCO","330Z"
522,"TRATADO DE TEORIA ECONOMICA","ZAMORA, FRANCISCO","330Z"
523,"TRATADO DE TEORIA ECONOMICA","ZAMORA, FRANCISCO","330Z"
524,"TRATADO DE TEORIA ECONOMICA","ZAMORA, FRANCISCO","330Z"
525,"TRATADO DE TEORIA ECONOMICA","ZAMORA, FRANCISCO","330Z"
526,"TRATADO DE TEORIA ECONOMICA","ZAMORA, FRANCISCO","330Z"
527,"CAPITAL I, EL","MARX, CARLOS","330M"
528,"CAPITAL I, EL","MARX, CARLOS","330M"
529,"CAPITAL I, EL","MARX, CARLOS","330M"
530,"CAPITAL I, EL","MARX, CARLOS","330M"
531,"CAPITAL I, EL","MARX, CARLOS","330M"
532,"CAPITAL I, EL","MARX, CARLOS","330M"
533,"CAPITAL I, EL","MARX, CARLOS","330M"
534,"CAPITAL I, EL","MARX, CARLOS","330M"
535,"CAPITAL I, EL","MARX, CARLOS","330M"
536,"CAPITAL I, EL","MARX, CARLOS","330M"
537,"CAPITAL II, EL","MARX, CARLOS","330M"
538,"CAPITAL II, EL","MARX, CARLOS","330M"
539,"CAPITAL II, EL","MARX, CARLOS","330M"
540,"CAPITAL II, EL","MARX, CARLOS","330M"
541,"CAPITAL II, EL","MARX, CARLOS","330M"
542,"CAPITAL II, EL","MARX, CARLOS","330M"
543,"CAPITAL II, EL","MARX, CARLOS","330M"
544,"CAPITAL II, EL","MARX, CARLOS","330M"
545,"CAPITAL II, EL","MARX, CARLOS","330M"
546,"CAPITAL II, EL","MARX, CARLOS","330M"
547,"CAPITAL III, EL","MARX, CARLOS","330M"
548,"CAPITAL III, EL","MARX, CARLOS","330M"
549,"CAPITAL III, EL","MARX, CARLOS","330M"
550,"CAPITAL III, EL","MARX, CARLOS","330M"
551,"CAPITAL III, EL","MARX, CARLOS","330M"
552,"CAPITAL III, EL","MARX, CARLOS","330M"
553,"CAPITAL III, EL","MARX, CARLOS","330M"
554,"CAPITAL III, EL","MARX, CARLOS","330M"
555,"CAPITAL III, EL","MARX, CARLOS","330M"
556,"CAPITAL III, EL","MARX, CARLOS","330M"
561,"BIOQUIMICA","STRYER, LUBERT","574S"
563,"BIOQUIMICA","STRYER, LUBERT","574S"
578,"TRATADO DE ENDOCRINOLOGIA","WILLIAMS, ROBET H.","616 W"
595,"BIOQUIMICA DE HARPER","MARTIN, DAVID W.","574 M"
596,"BIOQUIMICA DE HARPER","MARTIN, DAVID W.","574 M"
607,"PLANTAS FORRAJERAS TROPICALES, LAS","HAVARD, BENNARD","633H"
608,"PLANTAS FORRAJERAS TROPICALES, LAS","HAVARD, BENNARD","633H"
609,"PLANTAS FORRAJERAS TROPICALES, LAS","HAVARD, BENNARD","633H"
610,"PLANTAS FORRAJERAS TROPICALES, LAS","HAVARD, BENNARD","633H"
611,"PLANTAS FORRAJERAS TROPICALES, LAS","HAVARD, BENNARD","633H"
612,"PLANTAS FORRAJERAS TROPICALES, LAS","HAVARD, BENNARD","633H"
613,"PLANTAS FORRAJERAS TROPICALES, LAS","HAVARD, BENNARD","633H"
614,"PLANTAS FORRAJERAS TROPICALES, LAS","HAVARD, BENNARD","633H"
615,"PLANTAS FORRAJERAS TROPICALES, LAS","HAVARD, BENNARD","633H"
616,"PLANTAS FORRAJERAS TROPICALES, LAS","HAVARD, BENNARD","633H"
647,"CARCEL Y FABRICA: LOS ORIGENES DEL SIST. PENITENCIARIO(SIGLOS XVI-XIX)","MELOSSI, DARIO","365M"
648,"CARCEL Y FABRICA: LOS ORIGENES DEL SIST. PENITENCIARIO(SIGLOS XVI-XIX)","MELOSSI, DARIO","365M"
649,"COURS DE LANGUE ET DE CIVILISATION FRANCAISES","MAUGER, G.","445 M"
650,"LE FRANCAIS ET LA VIE","MAUGER, G.","445 M"
651,"SOCRATES","MONDOLFO, R.","870 M"
652,"CARCEL Y FABRICA: LOS ORIGENES DEL SIST. PENITENCIARIO(SIGLOS XVI-XIX)","MELOSSI, DARIO","365M"
653,"CARCEL Y FABRICA: LOS ORIGENES DEL SIST. PENITENCIARIO(SIGLOS XVI-XIX)","MELOSSI, DARIO","365M"
654,"CARCEL Y FABRICA: LOS ORIGENES DEL SIST. PENITENCIARIO(SIGLOS XVI-XIX)","MELOSSI, DARIO","365M"
655,"CARCEL Y FABRICA: LOS ORIGENES DEL SIST. PENITENCIARIO(SIGLOS XVI-XIX)","MELOSSI, DARIO","365M"
656,"CARCEL Y FABRICA: LOS ORIGENES DEL SIST. PENITENCIARIO(SIGLOS XVI-XIX)","MELOSSI, DARIO","365M"
657,"CONTROL Y DOMINACION","PAVARINI, MASSINI","364P"
658,"CONTROL Y DOMINACION","PAVARINI, MASSINI","364P"
659,"CONTROL Y DOMINACION","PAVARINI, MASSINI","364P"
660,"MENE","DIAZ S. RAMON","870 D"
661,"CONTROL Y DOMINACION","PAVARINI, MASSINI","364P"
662,"COMPENDIO DE PATOLOGIA MEDICA DE LOS ANIMALES DOMESTICOS","MORAN U. AMERICO","636 M"
663,"TRES TEMAS DE HISTORIA","CARRERA D. GERMAN","909 C"
664,"CONTRATO SOCIAL, EL","ROUSSEAU, J.J.","340 R"
665,"CONTROL Y DOMINACION","PAVARINI, MASSINI","364P"
666,"CONTROL Y DOMINACION","PAVARINI, MASSINI","364P"
667,"CRIMINOLOGIA CRITICA","TAYLOR, IAN","364T"
668,"BIENES TERRENALES, LOS","HUBERMAN, LEO","330 H"
669,"FUNDAMENTOS DEL MUNDO MODERNO, LOS","ROMANO,RUGGIERO","909 R"
670,"EDUCACION Y LUCHA DE CLASE","PONCE, ANIBAL","370 P"
671,"TRATADO DE GEOGRAFIA HUMANA","DERRUAU, MAX","910 D"
672,"PSICOLOGIA DE LA ACTIVIDAD ESCOLAR","NOVAES, MARIA H.","150 N"
673,"CRIMINOLOGIA CRITICA","TAYLOR, IAN","364T"
674,"CRIMINOLOGIA CRITICA","TAYLOR, IAN","364T"
675,"CRIMINOLOGIA CRITICA","TAYLOR, IAN","364T"
676,"CRIMINOLOGIA CRITICA","TAYLOR, IAN","364T"
702,"INTRODUCCION A LA QUIMICA ANALITICA","SKOOG, DOUGLAS","543S"
703,"INTRODUCCION A LA QUIMICA ANALITICA","SKOOG, DOUGLAS","543S"
710,"HIDRAULICA DE LOS CANALES ABIERTOS","CHOW, VEN TE","627CH"
711,"HIDRAULICA DE LOS CANALES ABIERTOS","CHOW, VEN TE","627CH"
714,"INTRODUCCION A LA ECONOMIA","CASTRO-LESSA","330C"
715,"INTRODUCCION A LA ECONOMIA","CASTRO-LESSA","330C"
716,"INTRODUCCION A LA ECONOMIA","CASTRO-LESSA","330C"
717,"INTRODUCCION A LA ECONOMIA","CASTRO-LESSA","330C"
718,"INTRODUCCION A LA ECONOMIA","CASTRO-LESSA","330C"
719,"INTRODUCCION A LA ECONOMIA","CASTRO-LESSA","330C"
720,"INTRODUCCION A LA ECONOMIA","CASTRO-LESSA","330C"
721,"INTRODUCCION A LA ECONOMIA","CASTRO-LESSA","330C"
722,"INTRODUCCION A LA ECONOMIA","CASTRO-LESSA","330 C"
723,"INTRODUCCION A LA ECONOMIA","CASTRO-LESSA","330C"
725,"GENETICA","STANSFIELD, WILLIAM","575S"
726,"GENETICA","STANSFIELD, WILLIAM","5755"
729,"GENETICA","STANSFIELD, WILLIAN","5755"
730,"GENETICA","STANSFIELD, WILLIAM","575S"
733,"GENETICA","STANSFIELD, WILLIAM","575S"
737,"CALCULO DIFERENCIAL E INTEGRAL","AYRES, FRANK","515 A"
742,"SERIE DE COMPENDIO SHAUM TEORIA Y PROBLEMAS","AYRES, FRANK","515A"
744,"BIOQUIMICA","LEHNINGER, ALBERT","574 L"
751,"BIOQUIMICA","LEHNINGER, ALBERT","574 L"
752,"BIOQUIMICA","LEHNINGER, ALBERT","574L"
784,"BIOQUIMICA FUNDAMENTAL","CONN, ERIC E.","574 C"
788,"BIOQUIMICA FUNDAMENTAL","CONN, ERIC","574 C"
790,"BIOQUIMICA FUNDAMENTAL","CONN, ERIC","574C"
791,"BIOQUIMICA FUNDAMENTAL","CONN, ERIC","547 C"
794,"DISEÑOS EXPERIMENTALES","COCHRAN, WILLIAM","001 C"
795,"DISEÑOS EXPERIMENTALES","COCHRAN, WILLIAM","001 C"
796,"DISEÑOS EXPERIMENTALES","COCHRAN, WILLIAM","001 C"
797,"DISEÑOS EXPERIMENTALES","COCHRAN, WILLIAM","001 C"
798,"DISEÑOS EXPERIMENTALES","COCHRAN, WILLIAM","001 C"
800,"DISEÑOS EXPERIMENTALES","COCHRAN, WILLIAM","001"
802,"DISEÑOS EXPERIMENTALES","COCHRAN, WILLIAN","001"
803,"DISEÑOS EXPERIMENTALES","COCHRAN, WILLIAM","001"
804,"METODOS ESTADISTICOS PARA LA INVESTIGACION EN LA AGRICULTURA","LITTLE, THOMAS M.","001L"
805,"METODOS ESTADISTICOS PARA LA INVESTIGACION EN LA AGRICULTURA","LITTLE, THOMAS M.","001L"
806,"METODOS ESTADISTICOS PARA LA INVESTIGACION EN LA AGRICULTURA","LITTLE, THOMAS M.","001L"
807,"METODOS ESTADISTICOS PARA LA INVESTIGACION EN LA AGRICULTURA","LITTLE, THOMAS M.","001L"
808,"METODOS ESTADISTICOS PARA LA INVESTIGACION EN LA AGRICULTURA","LITTLE, THOMAS M.","001L"
809,"METODOS ESTADISTICOS PARA LA INVESTIGACION EN LA AGRICULTURA","LITTLE, THOMAS M.","001L"
810,"METODOS ESTADISTICOS PARA LA INVESTIGACION EN LA AGRICULTURA","LITTLE, THOMAS M.","001L"
811,"METODOS ESTADISTICOS PARA LA INVESTIGACION EN LA AGRICULTURA","LITTLE, THOMAS M.","001L"
812,"METODOS ESTADISTICOS PARA LA INVESTIGACION EN LA AGRICULTURA","LITTLE, THOMAS M.","001L"
813,"METODOS ESTADISTICOS PARA LA INVESTIGACION EN LA AGRICULTURA","LITTLE, THOMAS M.","001L"
824,"CAÑA DE AZUCAR, LA","FAUCONNIER, R.","633F"
825,"CAÑA DE AZUCAR, LA","FAUCONNIER, R.","633F"
826,"CAÑA DE AZUCAR, LA","FAUCONNIER, R.","633F"
827,"CAÑA DE AZUCAR, LA","FAUCONNIER, R.","633F"
828,"CAÑA DE AZUCAR, LA","FAUCONNIER, R.","633F"
829,"CAÑA DE AZUCAR, LA","FAUCONNIER, R.","633F"
830,"CAÑA DE AZUCAR, LA","FAUCONNIER, R.","633F"
831,"CAÑA DE AZUCAR, LA","FAUCONNIER, R.","633F"
832,"CAÑA DE AZUCAR, LA","FAUCONNIER, R.","633F"
833,"CAÑA DE AZUCAR, LA","FAUCONNIER, R.","633F"
834,"HISTORIA DE LA ANTIGUEDAD","KALDAN, A.","940K"
835,"HISTORIA DE LA ANTIGUEDAD","KALDAN, A.","940K"
836,"HISTORIA DE LA ANTIGUEDAD","KALDAN, A.","940K"
837,"HISTORIA DE LA ANTIGUEDAD","KALDAN, A.","940K"
838,"HISTORIA DE LA ANTIGUEDAD","KALDAN, A.","940K"
839,"HISTORIA DE LA ANTIGUEDAD","KALDAN, A.","940K"
840,"HISTORIA DE LA ANTIGUEDAD","KALDAN, A.","940K"
841,"HISTORIA DE LA ANTIGUEDAD","KALDAN, A.","940K"
842,"HISTORIA DE LA ANTIGUEDAD","KALDAN, A.","940K"
843,"HISTORIA DE LA ANTIGUEDAD","KALDAN, A.","940K"
844,"DIALECTICA DE LO CONCRETO","KOSIK, KAREL","100K"
845,"DIALECTICA DE LO CONCRETO","KOSIK, KAREL","100K"
846,"DIALECTICA DE LO CONCRETO","KOSIK, KAREL","100K"
847,"DIALECTICA DE LO CONCRETO","KOSIK, KAREL","100K"
848,"DIALECTICA DE LO CONCRETO","KOSIK, KAREL","100K"
849,"DIALECTICA DE LO CONCRETO","KOSIK, KAREL","100K"
850,"DIALECTICA DE LO CONCRETO","KOSIK, KAREL","100K"
851,"DIALECTICA DE LO CONCRETO","KOSIK, KAREL","100K"
852,"DIALECTICA DE LO CONCRETO","KOSIK, KAREL","100K"
853,"DIALECTICA DE LO CONCRETO","KOSIK, KAREL","100K"
854,"MANUAL DE ECONOMIA POLITICA","ACADEMIA DE CS. DE LA URSS","330A"
855,"MANUAL DE ECONOMIA POLITICA","ACADEMIA DE CS. DE LA URSS","330A"
856,"MANUAL DE ECONOMIA POLITICA","ACADEMIA DE CS. DE LA URSS","330 A"
857,"MANUAL DE ECONOMIA POLITICA","ACADEMIA DE CS. DE LA URSS","330A"
858,"MANUAL DE ECONOMIA POLITICA","ACADEMIA DE CS. DE LA URSS","330A"
859,"MANUAL DE ECONOMIA POLITICA","ACADEMIA DE CS. DE LA URSS","330A"
860,"MANUAL DE ECONOMIA POLITICA","ACADEMIA DE CS. DE LA URSS","330A"
861,"MANUAL DE ECONOMIA POLITICA","ACADEMIA DE CS. DE LA URSS","330A"
862,"MANUAL DE ECONOMIA POLITICA","ACADEMIA DE CS. DE LA URSS","330A"
863,"MANUAL DE ECONOMIA POLITICA","ACADEMIA DE CS. DE LA URSS","330A"
888,"BIOQUIMICA FUNDAMENTAL","CONN, ERIC","574 C"
889,"BIOQUIMICA FUNDAMENTAL","CONN, ERIC","574C"
898,"ESTADISTICA APLICADA","OSTLE, BERNARD","519 O"
904,"UN HOMBRE, UNA MUJER, UN HIJO","SEGAL, ERICH","800 S"
907,"MATERIALISMO HISTORICO, EL","BUJARIN, NICOLAS","100 B"
913,"PODRA SOBREVIVIR EL HOMBRE","FROMM, ERICH","150 E"
924,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO I","GONZALEZ BERTI, LUIS","348G"
925,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO I","GONZALEZ BERTI, LUIS","348G"
926,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO I","GONZALEZ BERTI, LUIS","348G"
927,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO I","GONZALEZ BERTI, LUIS","348 G"
928,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO I","GONZALEZ BERTI, LUIS","348G"
929,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO I","GONZALEZ BERTI, LUIS","348G"
930,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO I","GONZALEZ BERTI, LUIS","348G"
931,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO I","GONZALEZ BERTI, LUIS","348G"
932,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO I","GONZALEZ BERTI, LUIS","348G"
933,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO I","GONZALEZ BERTI, LUIS","348G"
934,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO II","GONZALEZ BERTI, LUIS","348G"
935,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO II","GONZALEZ BERTI, LUIS","348G"
936,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO II","GONZALEZ BERTI, LUIS","348G"
937,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO II","GONZALEZ BERTI, LUIS","348G"
938,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO II","GONZALEZ BERTI, LUIS","348G"
939,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO II","GONZALEZ BERTI, LUIS","348G"
940,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO II","GONZALEZ BERTI, LUIS","348G"
941,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO II","GONZALEZ BERTI, LUIS","348G"
942,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO II","GONZALEZ BERTI, LUIS","348G"
943,"COMPENDIO DE DERECHO MINERO VENEZOLANO TOMO II","GONZALEZ BERTI, LUIS","348G"
944,"DERECHO CIVIL:PERSONAS","AGUILAR G. JOSE L.","346A"
945,"DERECHO CIVIL:PERSONAS","AGUILAR G. JOSE L.","346A"
946,"DERECHO CIVIL:PERSONAS","AGUILAR G. JOSE L.","346 A"
947,"DERECHO CIVIL:PERSONAS","AGUILAR G. JOSE L.","346A"
948,"DERECHO CIVIL:PERSONAS","AGUILAR G. JOSE L.","346A"
949,"DERECHO CIVIL:PERSONAS","AGUILAR G. JOSE L.","346A"
950,"DERECHO CIVIL:PERSONAS","AGUILAR G. JOSE L.","346 A"
951,"DERECHO CIVIL:PERSONAS","AGUILAR G. JOSE L.","346A"
952,"DERECHO CIVIL:PERSONAS","AGUILAR G. JOSE L.","346A"
953,"DERECHO CIVIL:PERSONAS","AGUILAR G. JOSE L.","346A"
954,"SISTEMA PENITENCIARIO VENEZOLANO, EL","LINARES A, MYRLA","365L"
955,"SISTEMA PENITENCIARIO VENEZOLANO, EL","LINARES A, MYRLA","365L"
956,"FILOSOFIA Y EDUCACION","NEFF, FEDERICK","370 N"
957,"MANUAL DE HISTORIA DE EDUCACION","CAPILLO, HECTOR","370 C"
958,"FUNDAMENTOS DE LA NUEVA PEDAGOGIA","JESUALDO","370 J"
959,"SISTEMA PENITENCIARIO VENEZOLANO, EL","LINARES A, MYRLA","365L"
960,"SISTEMA PENITENCIARIO VENEZOLANO, EL","LINARES A, MYRLA","365L"
961,"SISTEMA PENITENCIARIO VENEZOLANO, EL","LINARES A, MYRLA","365L"
962,"SISTEMA PENITENCIARIO VENEZOLANO, EL","LINARES A, MYRLA","365L"
963,"SISTEMA PENITENCIARIO VENEZOLANO, EL","LINARES A, MYRLA","365L"
964,"TRATADO DE CRIMINOLOGIA","PINATEL, JEAN","364P"
965,"TRATADO DE CRIMINOLOGIA","PINATEL, JEAN","364P"
966,"TRATADO DE CRIMINOLOGIA","PINATEL, JEAN","364P"
967,"TRATADO DE CRIMINOLOGIA","PINATEL, JEAN","364P"
968,"TRATADO DE CRIMINOLOGIA","PINATEL, JEAN","364P"
969,"TRATADO DE CRIMINOLOGIA","PINATEL, JEAN","364P"
970,"FUNDAMENTOS Y ESTRUCTURA DEL JARDIN DE INFANTES","FRITZSCHE, CRISTINA","371 F"
971,"SILLANPAA","EEMIL, FRANS","800 F"
972,"LUZ Y EL ESPEJO, LA","MIJARES, AUGUSTO","800 M"
973,"PLATONISMO, EL","TAYLOR, ALFRED","100 T"
974,"DERECHO DEL TRABAJO","CALDERA, RAFAEL","348C"
975,"DERECHO DEL TRABAJO","CALDERA, RAFAEL","348C"
976,"DERECHO DEL TRABAJO","CALDERA, RAFAEL","348C"
977,"DERECHO DEL TRABAJO","CALDERA, RAFAEL","348C"
978,"DERECHO DEL TRABAJO","CALDERA, RAFAEL","348C"
979,"DERECHO DEL TRABAJO","CALDERA, RAFAEL","348C"
980,"DERECHO DEL TRABAJO","CALDERA, RAFAEL","348C"
981,"DERECHO DEL TRABAJO","CALDERA, RAFAEL","348C"
982,"DERECHO DEL TRABAJO","CALDERA, RAFAEL","348C"
983,"CURSO PRACTICO DE LEGISLACION LABORAL","BRITO, JOSE","348 B"
984,"FARMACOLOGIA","LITTER, MANUEL.","615 L"
986,"FARMACOLOGIA","LITTER, MANUEL","615 L"
987,"FARMACOLOGIA EXPERIMENTAL","LITTER, MANUEL","615 L"
1039,"PRINCIPIOS DE CONTABILIDAD Y CONTROL","VANCE, LAWRENCE L.","657V"
1040,"PRINCIPIOS DE CONTABILIDAD Y CONTROL","VANCE, LAWRENCE L.","657V"
1041,"PRINCIPIOS DE CONTABILIDAD Y CONTROL","VANCE, LAWRENCE L.","657V"
1042,"PRINCIPIOS DE CONTABILIDAD Y CONTROL","VANCE, LAWRENCE L.","657V"
1043,"PRINCIPIOS DE CONTABILIDAD Y CONTROL","VANCE, LAWRENCE L.","657V"
1044,"PRINCIPIOS DE CONTABILIDAD Y CONTROL","VANCE, LAWRENCE L.","657V"
1045,"PRINCIPIOS DE CONTABILIDAD Y CONTROL","VANCE, LAWRENCE L.","657V"
1046,"PRINCIPIOS DE CONTABILIDAD Y CONTROL","VANCE, LAWRENCE L.","657V"
1047,"PRINCIPIOS DE CONTABILIDAD Y CONTROL","VANCE, LAWRENCE L.","657V"
1049,"DIAGNOSTICO HISTOLOGICO   TOMO I","DI FIORI , MARIANO","616 D"
1078,"EXPLOSION DEMOGRAFICA Y CRECIMIENTO ECONOMICO","MAZA, DOMINGO","312 M"
1079,"INMUNOLOGIA VETERINARIA","TIZARD, IAN","636T"
1080,"INMUNOLOGIA VETERINARIA","TIZARD, IAN","636T"
1091,"REPRODUCCION Y ENDOCRINOLOGIA VETERINARIAS","MCDONALD, L. E.","636M"
1092,"REPRODUCCION Y ENDOCRINOLOGIA VETERINARIAS","MCDONALD, L. E.","636M"
1093,"REPRODUCCION Y ENDOCRINOLOGIA VETERINARIAS","MCDONALD, L. E.","636M"
1094,"REPRODUCCION Y ENDOCRINOLOGIA VETERINARIAS","MCDONALD, L. E.","636M"
1095,"REPRODUCCION Y ENDOCRINOLOGIA VETERINARIAS","MCDONALD, L. E.","636M"
1096,"REPRODUCCION Y ENDOCRINOLOGIA VETERINARIAS","MCDONALD, L. E.","636M"
1097,"REPRODUCCION Y ENDOCRINOLOGIA VETERINARIAS","MCDONALD, L. E.","636M"
1098,"REPRODUCCION Y ENDOCRINOLOGIA VETERINARIAS","MCDONALD, L. E.","636M"
1099,"REPRODUCCION Y ENDOCRINOLOGIA VETERINARIAS","MCDONALD, L. E.","636M"
1100,"REPRODUCCION Y ENDOCRINOLOGIA VETERINARIAS","MCDONALD, L. E.","636M"
1101,"ECOLOGIA","ODUM, EUGENE P.","574O"
1102,"ECOLOGIA","ODUM, EUGENE P.","574O"
1103,"ECOLOGIA","ODUM, EUGENE P.","574O"
1104,"ECOLOGIA","ODUM, EUGENE P.","574O"
1105,"ECOLOGIA","ODUM, EUGENE P.","574 O"
1106,"GENETICA","STRICKBERGER, MONROE","575S"
1107,"GENETICA","STRICKBERGER, MONROE","575S"
1111,"GENETICA","STRICKBERGER, MONROE","575 S"
1112,"GENETICA","STRICKBERGER, MONROE","575S"
1113,"GENETICA","STRICKBERGER,MONROE","575 S"
1115,"GENETICA","STRICKBERGER, MONROE","575 S"
1116,"PATOLOGIA VEGETAL","WALKER, JOHN CHARLES","581W"
1117,"PATOLOGIA VEGETAL","WALKER, JOHN CHARLES","581W"
1118,"PATOLOGIA VEGETAL","WALKER, JOHN CHARLES","581W"
1119,"PATOLOGIA VEGETAL","WALKER, JOHN CHARLES","581W"
1120,"PATOLOGIA VEGETAL","WALKER, JOHN CHARLES","581W"
1121,"PATOLOGIA VEGETAL","WALKER, JOHN CHARLES","581W"
1122,"PATOLOGIA VEGETAL","WALKER, JOHN CHARLES","581W"
1123,"PATOLOGIA VEGETAL","WALKER, JOHN CHARLES","581W"
1124,"PATOLOGIA VEGETAL","WALKER, JOHN CHARLES","581W"
1125,"PATOLOGIA VEGETAL","WALKER, JOHN CHARLES","581W"
1126,"MEDICINA VETERINARIA","BLOOD, D. C.","636B"
1127,"MEDICINA VETERINARIA","BLOOD, D. C.","636B"
1128,"MEDICINA VETERINARIA","BLOOD, D. C.","636B"
1129,"MEDICINA VETERINARIA","BLOOD, D. C.","636B"
1130,"MEDICINA VETERINARIA","BLOOD, D. C.","636B"
1131,"MEDICINA VETERINARIA","BLOOD, D. C.","636B"
1132,"MEDICINA VETERINARIA","BLOOD, D. C.","636B"
1133,"MEDICINA VETERINARIA","BLOOD, D. C.","636B"
1134,"MEDICINA VETERINARIA","BLOOD, D. C.","636B"
1135,"MEDICINA VETERINARIA","BLOOD, D. C.","636B"
1136,"MEDICINA LEGAL","ROJAS, NERIO","340R"
1137,"MEDICINA LEGAL","ROJAS, NERIO","340R"
1138,"MEDICINA LEGAL","ROJAS, NERIO","340R"
1139,"MEDICINA LEGAL","ROJAS, NERIO","340R"
1140,"MEDICINA LEGAL","ROJAS, NERIO","340R"
1141,"MEDICINA LEGAL","ROJAS, NERIO","340R"
1142,"MEDICINA LEGAL","ROJAS, NERIO","340R"
1143,"MEDICINA LEGAL","ROJAS, NERIO","340R"
1144,"MEDICINA LEGAL","ROJAS, NERIO","340R"
1145,"MEDICINA LEGAL","ROJAS, NERIO","340R"
1146,"MEDICINA LEGAL","ROJAS, NERIO","340R"
1147,"MEDICINA LEGAL","ROJAS, NERIO","340R"
1149,"CURSO BREVE DE BIOQUIMICA","LEHNINGER,ALBERT","574L"
1151,"CURSO BREVE DE BIOQUIMICA","LEHNINGR, ALBERT","574 L"
1153,"CURSO BREVE DE BIOQUIMICA","LEHNINGER, ALBERT","5742"
1157,"BIOQUIMICA","LEHNINGER, ALBERT",""
1159,"TRATADO DE FISIOLOGIA MEDICA","GUYTON, ARTHUR C.","612G"
1160,"PRINCIPIOS DE LA MEJORA GENETICA DE LAS PLANTAS","ALLARD, R. W.","581A"
1161,"PRINCIPIOS DE LA MEJORA GENETICA DE LAS PLANTAS","ALLARD, R. W.","581A"
1162,"PRINCIPIOS DE LA MEJORA GENETICA DE LAS PLANTAS","ALLARD, R. W.","581A"
1163,"PRINCIPIOS DE LA MEJORA GENETICA DE LAS PLANTAS","ALLARD, R. W.","581A"
1164,"PRINCIPIOS DE LA MEJORA GENETICA DE LAS PLANTAS","ALLARD, R. W.","581A"
1165,"PRINCIPIOS DE LA MEJORA GENETICA DE LAS PLANTAS","ALLARD, R. W.","581A"
1166,"PRINCIPIOS DE LA MEJORA GENETICA DE LAS PLANTAS","ALLARD, R. W.","581A"
1167,"PRINCIPIOS DE LA MEJORA GENETICA DE LAS PLANTAS","ALLARD, R. W.","581A"
1168,"PRINCIPIOS DE LA MEJORA GENETICA DE LAS PLANTAS","ALLARD, R. W.","581A"
1169,"PRINCIPIOS DE LA MEJORA GENETICA DE LAS PLANTAS","ALLARD, R. W.","581A"
1178,"HISTOLOGIA","LEESON, THOMAS","611 L"
1190,"MATEMATICAS PARA ADMINISTRACION Y CIENCIAS SOCIALES","BARNETT, RAYMOND A.","510B"
1191,"MATEMATICAS PARA ADMINISTRACION Y CIENCIAS SOCIALES","BARNETT, RAYMOND A.","510B"
1192,"MATEMATICAS PARA ADMINISTRACION Y CIENCIAS SOCIALES","BARNETT, RAYMOND A.","510B"
1193,"MATEMATICAS PARA ADMINISTRACION Y CIENCIAS SOCIALES","BARNETT, RAYMOND A.","510B"
1194,"MATEMATICAS PARA ADMINISTRACION Y CIENCIAS SOCIALES","BARNETT, RAYMOND A.","510B"
1195,"MATEMATICAS PARA ADMINISTRACION Y CIENCIAS SOCIALES","BARNETT, RAYMOND A.","510B"
1196,"MATEMATICAS PARA ADMINISTRACION Y CIENCIAS SOCIALES","BARNETT, RAYMOND A.","510B"
1197,"MATEMATICAS PARA ADMINISTRACION Y CIENCIAS SOCIALES","BARNETT, RAYMOND A.","510B"
1198,"MATEMATICAS PARA ADMINISTRACION Y CIENCIAS SOCIALES","BARNETT, RAYMOND A.","510B"
1199,"MATEMATICAS PARA ADMINISTRACION Y CIENCIAS SOCIALES","BARNETT, RAYMOND A.","510B"
1228,"ANALISIS ESTADISTICO","CHOU, YA-LUN","519CH"
1231,"ANALISIS ESTADISTICO","CHOU, YA-LUN","519CH"
1232,"ANALISIS ESTADISTICO","CHOU, YA-LUN","519CH"
